,target,source,Coste,player
28,Pescara,Frosinone,Fin de préstamo 30/06/2023,Miloš BočićM. Bočić
29,Atalanta,Frosinone,Fin de préstamo 30/06/2023,Andrea OliveriA. Oliveri
30,Monza,Frosinone,Fin de préstamo 30/06/2023,Luca MazzitelliL. Mazzitelli
31,Monza,Frosinone,Fin de préstamo 30/06/2023,Mario SampirisiM. Sampirisi
32,Cremonese,Frosinone,Fin de préstamo 30/06/2023,Luca RavanelliL. Ravanelli
33,Lecce,Frosinone,Fin de préstamo 29/06/2023,Gianluca FrabottaG. Frabotta
34,Nápoles,Frosinone,Fin de préstamo 30/06/2024,Walid CheddiraW. Cheddira
35,Sassuolo,Frosinone,Fin de préstamo 30/06/2023,Giacomo ManzariG. Manzari
0,Génova,Tigre,"12,00 mill. €",Mateo ReteguiM. Retegui
1,Génova,Juventus,"5,50 mill. €",Radu DragusinR. Dragusin
2,Génova,RB Leipzig,"3,50 mill. €",Josep MartínezJ. Martínez
3,Génova,Reading,"3,00 mill. €",George PuscasG. Puscas
4,Génova,Venezia,"2,50 mill. €",Mattia AramuM. Aramu
5,Génova,AC Milan,"Coste de préstamo: 1,50 mill. €",Junior MessiasJ. Messias
6,Génova,Pescara,100 mil €,Daniele SommarivaD. Sommariva
7,Génova,Galatasaray,Coste de préstamo: 250 mil €,Berkan KutluB. Kutlu
8,Génova,Ascoli,Libre,Nicola LealiN. Leali
9,Génova,Mainz,Libre,Aarón MartínA. Martín
10,Génova,Marsella,Libre,Kevin StrootmanK. Strootman
11,Génova,Juventus,Préstamo,Koni De WinterK. De Winter
12,Génova,Marsella,Préstamo,Ruslan MalinovskyiR. Malinovskyi
13,Génova,Unión Berlín,Préstamo,Morten ThorsbyM. Thorsby
14,Génova,Standard Lieja,Préstamo,Léandre KuavitaL. Kuavita
0,Sassuolo,Génova,"8,00 mill. €",Luca LipaniL. Lipani
1,Hellas Verona,Génova,"2,80 mill. €",Yayah KallonY. Kallon
2,Karagümrük,Génova,Libre,Stefano SturaroS. Sturaro
3,NK Rogaska,Génova,Libre,Rok VodisekR. Vodisek
4,Lumezzane,Génova,Libre,Gianluca ParodiG. Parodi
5,Rakow II,Génova,Libre,Kacper ZielskiK. Zielski
6,Le Havre AC,Génova,Libre,Abdoulaye TouréA. Touré
7,Pontedera,Génova,Préstamo,Daniel FossatiD. Fossati
8,AS Gubbio,Génova,Préstamo,Luca ChiericoL. Chierico
9,Feralpisalò,Génova,?,Vittorio PariginiV. Parigini
10,Cosenza,Génova,?,Giacomo CalòG. Calò
11,Como,Génova,?,Adrian SemperA. Semper
12,Triestina,Génova,?,Nicholas RizzoN. Rizzo
13,Brescia,Génova,?,Michele BesaggioM. Besaggio
14,Feralpisalò,Génova,?,Mattia ZennaroM. Zennaro
15,Triestina,Génova,?,Giuseppe AgostinoG. Agostino
16,Montpellier,Génova,Préstamo,Kelvin YeboahK. Yeboah
17,Cremonese,Génova,Préstamo,Massimo CodaM. Coda
18,Reggiana,Génova,Préstamo,Marko PajacM. Pajac
19,Bari,Génova,Préstamo,Mattia AramuM. Aramu
20,Reggiana,Génova,Préstamo,Filippo MelegoniF. Melegoni
21,Spezia,Génova,Préstamo,Francesco CassataF. Cassata
22,Red Star FC,Génova,Préstamo,Paolo GozziP. Gozzi
23,Pro Sesto,Génova,Préstamo,Elia PetrelliE. Petrelli
24,PEC Zwolle,Génova,Préstamo,Lennart CzyborraL. Czyborra
25,Ascoli,Génova,Préstamo,Patrizio MasiniP. Masini
26,WSG Tirol,Génova,Préstamo,Aleksander BuksaA. Buksa
27,Reggiana,Génova,Préstamo,Manolo PortanovaM. Portanova
28,Retirado,Génova,-,Domenico CriscitoD. Criscito
29,Sin equipo,Génova,-,Stefan IlsankerS. Ilsanker
30,Reggiana,Génova,Préstamo,Alessandro MarcandalliA. Marcandalli
31,Inter,Génova,Fin de préstamo 30/06/2023,Eddie SalcedoE. Salcedo
32,Standard Lieja,Génova,Fin de préstamo 30/06/2023,Denis DragusD. Dragus
33,Reading,Génova,Fin de préstamo 30/06/2023,George PuscasG. Puscas
34,Venezia,Génova,Fin de préstamo 30/06/2023,Mattia AramuM. Aramu
35,Marsella,Génova,Fin de préstamo 30/06/2023,Kevin StrootmanK. Strootman
36,Juventus,Génova,Fin de préstamo 30/06/2023,Radu DragusinR. Dragusin
37,RB Leipzig,Génova,Fin de préstamo 30/06/2023,Josep MartínezJ. Martínez
0,Cagliari,SPAL,"5,00 mill. €",Matteo PratiM. Prati
1,Cagliari,Clermont Foot,"5,00 mill. €",Mateusz WieteskaM. Wieteska
2,Cagliari,Hellas Verona,"4,00 mill. €",Ibrahim SulemanaI. Sulemana
3,Cagliari,AZ Alkmaar,"2,00 mill. €",Pantelis ChatzidiakosP. Chatzidiakos
4,Cagliari,Sampdoria,"2,00 mill. €",Tommaso AugelloT. Augello
5,Cagliari,Juve Next Gen,"1,10 mill. €",Alessandro Di PardoA. Di Pardo
6,Cagliari,AS Roma,"Coste de préstamo: 1,00 mill. €",Eldor ShomurodovE. Shomurodov
7,Cagliari,CFR Cluj,800 mil €,Simone ScuffetS. Scuffet
8,Cagliari,Olbia,100 mil €,Christian TravagliniC. Travaglini
9,Cagliari,Getafe CF,?,Jakub JanktoJ. Jankto
10,Cagliari,Monza,Préstamo,Andrea PetagnaA. Petagna
11,Cagliari,Inter,Préstamo,Gaetano OristanioG. Oristanio
0,Torino,Cagliari,"7,00 mill. €",Raoul BellanovaR. Bellanova
1,Monza,Cagliari,"3,60 mill. €",Alessio CragnoA. Cragno
2,FC Empoli,Cagliari,"1,00 mill. €",Sebastian WalukiewiczS. Walukiewicz
3,Ascoli,Cagliari,Libre,Vincenzo MillicoV. Millico
4,FK Tuzla City,Cagliari,Libre,Eldin LolicE. Lolic
5,Pescara,Cagliari,Préstamo,Giuseppe CiocciG. Ciocci
6,Pontedera,Cagliari,Préstamo,Isaías DelpupoI. Delpupo
7,Como,Cagliari,?,Alberto CerriA. Cerri
8,Sampdoria,Cagliari,?,Antonio BarrecaA. Barreca
9,Venezia,Cagliari,?,Nunzio LellaN. Lella
10,Venezia,Cagliari,Préstamo,Giorgio AltareG. Altare
11,Feralpisalò,Cagliari,Préstamo,Christos KourfalidisC. Kourfalidis
12,Ternana,Cagliari,Préstamo,Christian TravagliniC. Travaglini
13,Novara,Cagliari,Préstamo,Salvatore BocciaS. Boccia
14,WSG Tirol,Cagliari,Préstamo,Nik PrelecN. Prelec
15,Estrella Roja,Cagliari,Fin de préstamo 30/06/2023,Filippo FalcoF. Falco
16,Juve Next Gen,Cagliari,Fin de préstamo 30/06/2023,Alessandro Di PardoA. Di Pardo
0,Lens,Eintracht,"95,00 mill. €",Randal Kolo MuaniR. Kolo Muani
1,Lens,Sporting Lisboa,"60,00 mill. €",Manuel UgarteM. Ugarte
2,Lens,FC Barcelona,"50,00 mill. €",Ousmane DembéléO. Dembélé
3,Lens,Lyon,"45,00 mill. €",Bradley BarcolaB. Barcola
4,Lens,Bayern Múnich,"45,00 mill. €",Lucas HernándezL. Hernández
5,Lens,Stade Reims,"28,50 mill. €",Hugo EkitikéH. Ekitiké
6,Lens,RCD Mallorca,"22,00 mill. €",Kang-in LeeK. Lee
7,Lens,PSV Eindhoven,"4,00 mill. €",Xavi SimonsX. Simons
8,Lens,Benfica B,Libre,Cher NdourC. Ndour
9,Lens,Barça Atlètic,Libre,Arnau TenasA. Tenas
10,Lens,Inter,Libre,Milan SkriniarM. Skriniar
11,Lens,Real Madrid,Libre,Marco AsensioM. Asensio
12,Lens,Benfica,Préstamo,Gonçalo RamosG. Ramos
13,Lens,Paris SG U19,-,Noha LeminaN. Lemina
14,Lens,AS Roma,Fin de préstamo 30/06/2023,Georginio WijnaldumG. Wijnaldum
15,Lens,Eintracht,Fin de préstamo 30/06/2023,Junior Dina EbimbeJ. Dina Ebimbe
16,Lens,Sunderland,Fin de préstamo 30/06/2023,Edouard MichutE. Michut
17,Lens,Juventus,Fin de préstamo 30/06/2023,Leandro ParedesL. Paredes
18,Lens,FC Martigues,Fin de préstamo 30/06/2023,Anfane AhamadaA. Ahamada
19,Lens,RB Leipzig,Fin de préstamo 30/06/2023,Abdou DialloA. Diallo
20,Lens,Fulham,Fin de préstamo 30/06/2023,Layvin KurzawaL. Kurzawa
21,Lens,Benfica,Fin de préstamo 30/06/2023,Julian DraxlerJ. Draxler
22,Lens,KAS Eupen,Fin de préstamo 30/06/2023,Djeidi GassamaD. Gassama
23,Lens,Galatasaray,Fin de préstamo 30/06/2023,Mauro IcardiM. Icardi
24,Lens,Nottm Forest,Fin de préstamo 30/06/2023,Keylor NavasK. Navas
25,Lens,Estrasburgo,Fin de préstamo 30/06/2023,Colin DagbaC. Dagba
0,Al-Hilal,Lens,"90,00 mill. €",NeymarNeymar
1,Al-Arabi SC,Lens,"15,00 mill. €",Abdou DialloA. Diallo
2,RB Leipzig,Lens,"15,00 mill. €",El Chadaille BitshiabuE. Bitshiabu
3,Galatasaray,Lens,"10,00 mill. €",Mauro IcardiM. Icardi
4,Al-Ettifaq,Lens,"8,00 mill. €",Georginio WijnaldumG. Wijnaldum
5,Eintracht,Lens,"6,50 mill. €",Junior Dina EbimbeJ. Dina Ebimbe
6,AS Roma,Lens,"2,50 mill. €",Leandro ParedesL. Paredes
7,Sheff Wed,Lens,"1,00 mill. €",Djeidi GassamaD. Gassama
8,AS Roma,Lens,"Coste de préstamo: 1,00 mill. €",Renato SanchesR. Sanches
9,Inter Miami,Lens,Libre,Lionel MessiL. Messi
10,Sunderland,Lens,?,Timothée PembéléT. Pembélé
11,Sampdoria,Lens,Préstamo,Noha LeminaN. Lemina
12,Stade-Lausanne,Lens,Préstamo,Ismaël GharbiI. Gharbi
13,AJ Auxerre,Lens,Préstamo,Colin DagbaC. Dagba
14,Benfica,Lens,Préstamo,Juan BernatJ. Bernat
15,RB Leipzig,Lens,Préstamo,Xavi SimonsX. Simons
16,Sin equipo,Lens,-,Anfane AhamadaA. Ahamada
17,Sin equipo,Lens,-,Sergio RamosS. Ramos
18,USL Dunkerque,Lens,Préstamo,Lucas LavalléeL. Lavallée
19,Stade Reims,Lens,Fin de préstamo 30/06/2023,Hugo EkitikéH. Ekitiké
0,Marsella,Montpellier,"30,00 mill. €",Elye WahiElye Wahi
1,Marsella,FC Basilea,"14,00 mill. €",Andy DioufA. Diouf
2,Marsella,Mainz,"7,20 mill. €",Angelo FulginiA. Fulgini
3,Marsella,Millonarios,"4,50 mill. €",Óscar CortésÓ. Cortés
4,Marsella,Paris FC,"4,00 mill. €",Morgan GuilavoguiM. Guilavogui
5,Marsella,Mónaco,"3,50 mill. €",Ruben AguilarR. Aguilar
6,Marsella,AS Nancy,600 mil €,Neil El AynaouiN. El Aynaoui
7,Marsella,Energetik-BGU,100 mil €,Abdukodir KhusanovA. Khusanov
8,Marsella,Toulouse,Libre,Stijn SpieringsS. Spierings
9,Marsella,Club Brujas,Préstamo,Faitout MaouassaF. Maouassa
10,Marsella,FC Annecy,Fin de préstamo 30/06/2023,Ibrahima BaldéI. Baldé
11,Marsella,SC Bastia,Fin de préstamo 30/06/2023,Tom DucrocqT. Ducrocq
0,RB Leipzig,Marsella,"38,50 mill. €",Loïs OpendaL. Openda
1,Al-Nassr,Marsella,"25,00 mill. €",Seko FofanaS. Fofana
2,Besiktas,Marsella,"4,04 mill. €",Jean OnanaJ. Onana
3,ŁKS,Marsella,Libre,Adrien LouveauA. Louveau
4,Troyes,Marsella,Libre,Ismaël BouraI. Boura
5,Quevilly Rouen,Marsella,Libre,Steven FortesS. Fortes
6,Stade Lavallois,Marsella,Préstamo,Rémy Labeau LascaryR. Labeau Lascary
7,SC Bastia,Marsella,?,Tom DucrocqT. Ducrocq
8,AS Nancy,Marsella,Préstamo,Mamadou CamaraM. Camara
9,Hamburgo,Marsella,Préstamo,Lukasz PorebaL. Poreba
10,Stade Brestois,Marsella,Préstamo,Julien Le CardinalJ. Le Cardinal
11,Antalyaspor,Marsella,Préstamo,Adam BuksaA. Buksa
12,Mainz,Marsella,Fin de préstamo 30/06/2023,Angelo FulginiA. Fulgini
13,Niza,Marsella,Fin de préstamo 30/06/2023,Alexis Claude-MauriceA. Claude-Maurice
0,Mónaco,Sheff Utd,"17,00 mill. €",Iliman NdiayeI. Ndiaye
1,Mónaco,Watford,"13,00 mill. €",Ismaïla SarrI. Sarr
2,Mónaco,Atlético Madrid,"13,00 mill. €",Renan LodiR. Lodi
3,Mónaco,Atalanta,"10,00 mill. €",Ruslan MalinovskyiR. Malinovskyi
4,Mónaco,Atlético Madrid,"8,00 mill. €",Geoffrey KondogbiaG. Kondogbia
5,Mónaco,FC Schalke 04,"5,00 mill. €",Amine HaritA. Harit
6,Mónaco,RSC Anderlecht,"2,50 mill. €",Amir MurilloA. Murillo
7,Mónaco,Inter,"Coste de préstamo: 2,00 mill. €",Joaquín CorreaJ. Correa
8,Mónaco,RC Celta,"1,50 mill. €",Rubén BlancoR. Blanco
9,Mónaco,Chelsea,Libre,Pierre-Emerick AubameyangP. Aubameyang
10,Mónaco,FC Lorient,Préstamo,Bamo MeïtéB. Meïté
11,Mónaco,Marseille B,-,Emran SogloE. Soglo
12,Mónaco,Marseille B,-,François MugheF. Mughe
13,Mónaco,Torino,Fin de préstamo 30/06/2023,Nemanja RadonjicN. Radonjic
14,Mónaco,Sevilla FC,Fin de préstamo 30/06/2023,Pape GueyeP. Gueye
15,Mónaco,Botafogo,Fin de préstamo 31/12/2023,Luis HenriqueLuis Henrique
16,Mónaco,Elche CF,Fin de préstamo 30/06/2023,Pol LirolaP. Lirola
17,Mónaco,Olympiakos,Fin de préstamo 30/06/2023,Konrad de la FuenteK. de la Fuente
18,Mónaco,Génova,Fin de préstamo 30/06/2023,Kevin StrootmanK. Strootman
19,Mónaco,Juventus,Fin de préstamo 30/06/2023,Arkadiusz MilikA. Milik
20,Mónaco,Getafe CF,Fin de préstamo 30/06/2023,Jordan AmaviJ. Amavi
21,Mónaco,UD Almería,Fin de préstamo 30/06/2023,Luis SuárezL. Suárez
22,Mónaco,AJ Auxerre,Fin de préstamo 30/06/2023,Isaak TouréI. Touré
0,Fenerbahce,Mónaco,"15,00 mill. €",Cengiz ÜnderC. Ünder
1,UD Almería,Mónaco,"8,00 mill. €",Luis SuárezL. Suárez
2,Juventus,Mónaco,"6,30 mill. €",Arkadiusz MilikA. Milik
3,Torino,Mónaco,"1,70 mill. €",Nemanja RadonjicN. Radonjic
4,Atalanta,Mónaco,Libre,Sead KolasinacS. Kolasinac
5,Inter,Mónaco,Libre,Alexis SánchezA. Sánchez
6,Génova,Mónaco,Libre,Kevin StrootmanK. Strootman
7,FC Lorient,Mónaco,?,Isaak TouréI. Touré
8,Lazio,Mónaco,Préstamo,Mattéo GuendouziM. Guendouzi
9,Stade Brestois,Mónaco,Préstamo,Jordan AmaviJ. Amavi
10,Frosinone,Mónaco,Préstamo,Pol LirolaP. Lirola
11,SD Eibar,Mónaco,Préstamo,Konrad de la FuenteK. de la Fuente
12,Génova,Mónaco,Préstamo,Ruslan MalinovskyiR. Malinovskyi
13,Sin equipo,Mónaco,-,Dimitri PayetD. Payet
14,RC Celta,Mónaco,Fin de préstamo 30/06/2023,Rubén BlancoR. Blanco
15,Arsenal,Mónaco,Fin de préstamo 30/06/2023,Nuno TavaresN. Tavares
16,Manchester City,Mónaco,Fin de préstamo 30/06/2023,Issa KaboréI. Kaboré
17,Manchester Utd.,Mónaco,Fin de préstamo 30/06/2023,Eric BaillyE. Bailly
18,FC Schalke 04,Mónaco,Fin de préstamo 30/06/2023,Amine HaritA. Harit
19,Atalanta,Mónaco,Fin de préstamo 30/06/2023,Ruslan MalinovskyiR. Malinovskyi
0,Stade Reims,Arsenal,"30,00 mill. €",Folarin BalogunF. Balogun
1,Stade Reims,Juventus,"20,00 mill. €",Denis ZakariaD. Zakaria
2,Stade Reims,Southampton,"15,00 mill. €",Mohammed SalisuM. Salisu
3,Stade Reims,Torino,"10,00 mill. €",Wilfried SingoW. Singo
4,Stade Reims,RB Salzburgo,"10,00 mill. €",Philipp KöhnP. Köhn
5,Stade Reims,Círculo Brujas,Fin de préstamo 30/06/2023,Jean MarcelinJ. Marcelin
6,Stade Reims,Monaco U21,-,Edan DiopEdan Diop
7,Stade Reims,Excelsior,Fin de préstamo 30/06/2023,Arthur ZagréA. Zagré
8,Stade Reims,Stade Brestois,Fin de préstamo 30/06/2023,Félix LemaréchalF. Lemaréchal
9,Stade Reims,NEC Nijmegen,Fin de préstamo 30/06/2023,Anthony MusabaA. Musaba
10,Stade Reims,Famalicão,Fin de préstamo 30/06/2023,PeléPelé
11,Stade Reims,Círculo Brujas,Fin de préstamo 30/06/2023,Radoslaw MajeckiR. Majecki
0,Chelsea,Stade Reims,"45,00 mill. €",Axel DisasiA. Disasi
1,Santos,Stade Reims,"6,00 mill. €",Jean LucasJean Lucas
2,Unión Berlín,Stade Reims,"4,00 mill. €",Kevin VollandK. Volland
3,Lens,Stade Reims,"3,50 mill. €",Ruben AguilarR. Aguilar
4,G. Burdeos,Stade Reims,Libre,Jean MarcelinJ. Marcelin
5,Excelsior,Stade Reims,Libre,Arthur ZagréA. Zagré
6,Círculo Brujas,Stade Reims,Préstamo,Félix LemaréchalF. Lemaréchal
7,Sheff Wed,Stade Reims,?,Anthony MusabaA. Musaba
8,Sin equipo,Stade Reims,-,PeléPelé
9,Bayern Múnich,Stade Reims,Fin de préstamo 30/06/2023,Alexander NübelA. Nübel
10,Chelsea,Stade Reims,Fin de préstamo 30/06/2023,Malang SarrM. Sarr
11,Círculo Brujas,Stade Reims,Fin de préstamo 30/06/2023,Thomas DidillonT. Didillon
0,Clermont Foot,FC Lorient,"20,00 mill. €",Enzo Le FéeE. Le Fée
1,Clermont Foot,FC Nantes,"15,00 mill. €",Ludovic BlasL. Blas
2,Clermont Foot,BSC Young Boys,"15,00 mill. €",Fabian RiederF. Rieder
3,Clermont Foot,Hatayspor,"5,40 mill. €",Bertug YildirimB. Yildirim
4,Clermont Foot,AS Roma,"2,50 mill. €",Nemanja MaticN. Matic
5,Clermont Foot,CS Sedan,Libre,Geoffrey LembetG. Lembet
6,Clermont Foot,Troyes,?,Gauthier GallonG. Gallon
7,Clermont Foot,Rennes B,-,Alan Do MarcolinoA. Do Marcolino
8,Clermont Foot,Famalicão,Fin de préstamo 30/06/2023,Junior KadileJ. Kadile
9,Clermont Foot,US Avranches,Fin de préstamo 30/06/2023,Noah FrançoiseN. Françoise
10,Clermont Foot,Como,Fin de préstamo 30/06/2023,Alfred GomisA. Gomis
11,Clermont Foot,AJ Auxerre,Fin de préstamo 30/06/2023,Matthis AblineM. Abline
12,Clermont Foot,Sevilla FC,Fin de préstamo 30/06/2023,Loïc BadéL. Badé
13,Clermont Foot,VfB Stuttgart,Fin de préstamo 30/06/2023,Serhou GuirassyS. Guirassy
14,Clermont Foot,Dijon,Fin de préstamo 30/06/2023,Loum TchaounaL. Tchaouna
15,Clermont Foot,FC Basilea,Fin de préstamo 30/06/2023,Andy DioufA. Diouf
0,Manchester City,Clermont Foot,"60,00 mill. €",Jérémy DokuJ. Doku
1,Chelsea,Clermont Foot,"27,00 mill. €",Lesley UgochukwuL. Ugochukwu
2,VfL Wolfsburgo,Clermont Foot,"25,00 mill. €",Lovro MajerL. Majer
3,Sevilla FC,Clermont Foot,"12,00 mill. €",Loïc BadéL. Badé
4,VfB Stuttgart,Clermont Foot,"9,00 mill. €",Serhou GuirassyS. Guirassy
5,FC Basilea,Clermont Foot,"5,50 mill. €",Andy DioufA. Diouf
6,Salernitana,Clermont Foot,"3,00 mill. €",Loum TchaounaL. Tchaouna
7,FC Copenhague,Clermont Foot,"2,00 mill. €",Birger MelingB. Meling
8,Real Sociedad,Clermont Foot,Libre,Hamari TraoréH. Traoré
9,Marítimo,Clermont Foot,Libre,Romain SalinR. Salin
10,Marítimo,Clermont Foot,?,Noah FrançoiseN. Françoise
11,Stade Lavallois,Clermont Foot,?,Junior KadileJ. Kadile
12,Quevilly Rouen,Clermont Foot,Préstamo,Alan Do MarcolinoA. Do Marcolino
13,Troyes,Clermont Foot,Préstamo,Dogan AlemdarD. Alemdar
14,FC Nantes,Clermont Foot,Préstamo,Matthis AblineM. Abline
15,FC Lorient,Clermont Foot,Préstamo,Alfred GomisA. Gomis
16,Sin equipo,Clermont Foot,-,Elias DamergyE. Damergy
17,Sin equipo,Clermont Foot,-,XekaXeka
18,Tottenham,Clermont Foot,Fin de préstamo 30/06/2023,Djed SpenceD. Spence
19,Lyon,Clermont Foot,Fin de préstamo 30/06/2023,Karl Toko EkambiK. Toko Ekambi
20,Tottenham,Clermont Foot,Fin de préstamo 30/06/2023,Joe RodonJoe Rodon
0,Niza,FC Copenhague,"15,00 mill. €",Hákon Arnar HaraldssonH. Haraldsson
1,Niza,Estoril Praia,"6,50 mill. €",Tiago SantosT. Santos
2,Niza,Gimnasia,"6,00 mill. €",Ignacio MiramónI. Miramón
3,Niza,Angers SCO,"4,50 mill. €",Nabil BentalebN. Bentaleb
4,Niza,FC Lorient,200 mil €,Vito MannoneV. Mannone
5,Niza,FC Barcelona,Libre,Samuel UmtitiS. Umtiti
6,Niza,Fulham,Libre,Ivan CavaleiroI. Cavaleiro
7,Niza,LOSC Lille B,-,Ugo RaghouberU. Raghouber
8,Niza,AJ Auxerre,Fin de préstamo 30/06/2023,Akim ZedadkaA. Zedadka
9,Niza,Trabzonspor,Fin de préstamo 30/06/2023,Yusuf YaziciY. Yazici
0,Brighton,Niza,"27,00 mill. €",Carlos BalebaC. Baleba
1,Juventus,Niza,"11,30 mill. €",Timothy WeahT. Weah
2,SC Braga,Niza,Libre,José FonteJ. Fonte
3,RC Celta,Niza,Libre,Jonathan BambaJ. Bamba
4,Stade Brestois,Niza,Libre,Jonas MartinJ. Martin
5,Salernitana,Niza,Libre,Benoît CostilB. Costil
6,Le Mans FC,Niza,Préstamo,Ugo RaghouberU. Raghouber
7,Le Havre AC,Niza,Préstamo,Mohamed BayoM. Bayo
8,Everton,Niza,Fin de préstamo 30/06/2023,André GomesA. Gomes
0,FC Lorient,Club Brujas,"5,00 mill. €",Clinton MataC. Mata
1,FC Lorient,FC Sochaux,"4,00 mill. €",Skelly AlveroS. Alvero
2,FC Lorient,Real Betis,"3,00 mill. €",Paul AkouokouP. Akouokou
3,FC Lorient,Chelsea,"Coste de préstamo: 2,80 mill. €",Diego MoreiraD. Moreira
4,FC Lorient,Troyes,"Coste de préstamo: 2,00 mill. €",Mama BaldéM. Baldé
5,FC Lorient,Southampton,"Coste de préstamo: 1,54 mill. €",Duje Caleta-CarD. Caleta-Car
6,FC Lorient,Palace U21,"1,00 mill. €",Jake O'BrienJ. O'Brien
7,FC Lorient,Arsenal,Libre,Ainsley Maitland-NilesA. Maitland-Niles
8,FC Lorient,RWDM,Préstamo,Ernest NuamahE. Nuamah
9,FC Lorient,Olymp. Lyon B,-,Achraf LaâziriA. Laâziri
10,FC Lorient,Olymp. Lyon B,-,Mamadou SarrM. Sarr
11,FC Lorient,Olymp. Lyon B,-,Mathieu PatouilletM. Patouillet
12,FC Lorient,KV Kortrijk,Fin de préstamo 30/06/2023,Habib KeïtaH. Keïta
13,FC Lorient,SC Bastia,Fin de préstamo 30/06/2023,Abdoulaye NdiayeA. Ndiaye
14,FC Lorient,Bourg-en-Bresse,Fin de préstamo 30/06/2023,Yahya SoumaréY. Soumaré
15,FC Lorient,Valencia CF,Fin de préstamo 30/06/2023,Cenk ÖzkacarC. Özkacar
16,FC Lorient,RCD Mallorca,Fin de préstamo 30/06/2023,Tino KadewereT. Kadewere
17,FC Lorient,AC Ajaccio,Fin de préstamo 30/06/2023,Youssouf KonéY. Koné
18,FC Lorient,FC Volendam,Fin de préstamo 30/06/2023,Florent SanchezF. Sanchez
19,FC Lorient,Rennes,Fin de préstamo 30/06/2023,Karl Toko EkambiK. Toko Ekambi
20,FC Lorient,FC Lorient,Fin de préstamo 30/06/2023,Romain FaivreR. Faivre
21,FC Lorient,RWDM,Fin de préstamo 30/06/2023,CamiloCamilo
22,FC Lorient,FC Lorient,Fin de préstamo 30/06/2023,Julian PollersbeckJ. Pollersbeck
23,FC Lorient,Troyes,Fin de préstamo 30/06/2023,Jeff Reine-AdélaïdeJ. Reine-Adélaïde
0,PSG,FC Lorient,"45,00 mill. €",Bradley BarcolaB. Barcola
1,RB Leipzig,FC Lorient,"30,00 mill. €",Castello LukebaC. Lukeba
2,Bournemouth,FC Lorient,"15,00 mill. €",Romain FaivreR. Faivre
3,Valencia CF,FC Lorient,"5,00 mill. €",Cenk ÖzkacarC. Özkacar
4,Al-Rayyan SC,FC Lorient,"4,21 mill. €",Thiago MendesT. Mendes
5,Troyes,FC Lorient,"3,50 mill. €",Abdoulaye NdiayeA. Ndiaye
6,Abha,FC Lorient,"1,50 mill. €",Karl Toko EkambiK. Toko Ekambi
7,Clermont Foot,FC Lorient,"1,20 mill. €",Habib KeïtaH. Keïta
8,VfL Wolfsburgo,FC Lorient,"Coste de préstamo: 1,00 mill. €",Amin SarrAmin Sarr
9,Akhmat Grozny,FC Lorient,800 mil €,CamiloCamilo
10,1.FC Magdeburg,FC Lorient,Libre,Julian PollersbeckJ. Pollersbeck
11,US Orléans,FC Lorient,Libre,Yahya SoumaréY. Soumaré
12,Quevilly Rouen,FC Lorient,Libre,Kayne BonnevieK. Bonnevie
13,Al-Ettifaq,FC Lorient,Libre,Moussa DembéléM. Dembélé
14,AS Roma,FC Lorient,Libre,Houssem AouarH. Aouar
15,RWDM,FC Lorient,Libre,Youssouf KonéY. Koné
16,FC Sochaux,FC Lorient,Préstamo,Mathieu PatouilletM. Patouillet
17,RWDM,FC Lorient,Préstamo,Florent SanchezF. Sanchez
18,Sin equipo,FC Lorient,-,Jérôme BoatengJ. Boateng
19,Chelsea,FC Lorient,Fin de préstamo 30/06/2023,Malo GustoM. Gusto
0,Montpellier,Spartak Moscú,"3,50 mill. €",Maximiliano CaufriezM. Caufriez
1,Montpellier,FC Basilea,"1,90 mill. €",Andy PelmardA. Pelmard
2,Montpellier,Lyon,"1,20 mill. €",Habib KeïtaH. Keïta
3,Montpellier,Spartak Moscú,Coste de préstamo: 500 mil €,Shamar NicholsonS. Nicholson
4,Montpellier,Saint-Étienne B,Libre,Abdoulaye CoulibalyA. Coulibaly
5,Montpellier,Gallipoli,Libre,Thomas PerchaudT. Perchaud
6,Montpellier,SC Toulon,Libre,Nassim L'GhoulN. L'Ghoul
7,Montpellier,Angers SCO,Libre,Théo BorneT. Borne
8,Montpellier,Chamois Niort,Libre,Bilal BoutobbaB. Boutobba
9,Montpellier,Pau FC,?,Massamba N'DiayeM. N'Diaye
10,Montpellier,FC Sochaux,?,Yoël ArmougomY. Armougom
11,Montpellier,A. Lustenau,Fin de préstamo 30/06/2023,Cem TürkmenC. Türkmen
12,Montpellier,FC Biel-Bienne,Fin de préstamo 30/06/2023,Charly KeitaC. Keita
13,Montpellier,FC Biel-Bienne,Fin de préstamo 30/06/2023,Adama DiakitéA. Diakité
14,Montpellier,A. Lustenau,Fin de préstamo 30/06/2023,Yuliwes BellacheY. Bellache
0,Cagliari,Montpellier,"5,00 mill. €",Mateusz WieteskaM. Wieteska
1,Beerschot V.A.,Montpellier,Libre,Charly KeitaC. Keita
2,JS Kabylie,Montpellier,Libre,Yuliwes BellacheY. Bellache
3,Dijon,Montpellier,Libre,Souleymane CisséS. Cissé
4,Khor Fakkan,Montpellier,Libre,Saîf-Eddine KhaouiS. Khaoui
5,RFC Seraing,Montpellier,Libre,Lucas MargueronL. Margueron
6,FC Biel-Bienne,Montpellier,Préstamo,Thomas PerchaudT. Perchaud
7,FC Biel-Bienne,Montpellier,Préstamo,Abdoulaye CoulibalyA. Coulibaly
